model,max_rhat,min_ess_bulk,min_ess_tail,divergences,max_treedepth,min_ebfmi,passes_gate
mr_design,1.0012722182950589,3110.9177534380633,5240.0033238402175,0,8,0.7439303887377532,TRUE
mr_timepoint,1.0018223217049749,3402.8369008104573,5424.496852284258,0,9,0.732456640132684,TRUE
mr_exposure,1.001172998842637,4998.758033114445,8040.773269997064,0,9,0.7837306185863839,TRUE
mr_attrition,1.0009860798860473,3067.1498898491914,4967.024574185779,0,8,0.6801532962474245,TRUE
mr_outcome_basis,1.0022548241979006,2799.3730963991015,4973.3814777256375,0,8,0.7244250926018674,TRUE
