m_log,m_rr,null_interval_rr_low,null_interval_rr_high,cri_low_rr,cri_high_rr,decision,robustness_m_rr_min,robustness_m_rr_max,posterior_mean_log_rr,posterior_sd_log_rr
0.22314355131420976,1.25,0.8,1.25,0.9849899976811828,3.117406013243411,suspend judgement,1,3.117406013243411,0.4917860313644,0.2767560456467561
