tau_scale,s_primary,category_at_primary,s_min,s_max,rr_min,rr_max,hits_grid_edge,contiguous
0.5,0.6931471805599453,H1,0.15000000000000002,1.96,1.161834242728283,7.099327065156633,FALSE,TRUE
