input_set,study_id_clean,study_label,yi,sei
rc_a33_k3,ERICKSON_2021,Erickson 2021,0.03922071315328135,0.1656378502513765
rc_a33_k3,KILLACKEY_2008,Killackey 2008,1.9205923410710235,0.6923178672430962
rc_a33_k3,KILLACKEY_2019,Killackey 2019,0.3875415919192597,0.15472935257147782
rc_a33_k3_missing,ERICKSON_2021,Erickson 2021,-0.05505977718302735,0.1730364102760512
rc_a33_k3_missing,KILLACKEY_2008,Killackey 2008,1.9205923410710235,0.6923178672430962
rc_a33_k3_missing,KILLACKEY_2019,Killackey 2019,0.4828517717235846,0.16841049281858272
