control_risk,treated_risk,treated_low,treated_high,risk_difference,rd_low,rd_high,p_rd_gt_0,new_setting_treated_low,new_setting_treated_high
0.2,0.3621605784131746,0.19844977751429393,0.5685160886100529,0.16216057841317463,-0.0015502224857060715,0.3685160886100529,0.9743125,0.09886241994029478,0.7355626107335673
0.3,0.4932498200434003,0.29796335970722093,0.693130536333525,0.1932498200434003,-0.0020366402927790932,0.3931305363335249,0.9743125,0.15829992430388154,0.8266441155558425
0.43,0.6314504592508705,0.4276199491127749,0.7990299593484794,0.20145045925087052,-0.0023800508872251127,0.36902995934847943,0.9743125,0.24871347902415405,0.8935450023678014
0.5,0.694299062954389,0.49757071624028726,0.840518863563956,0.19429906295438903,-0.0024292837597127636,0.340518863563956,0.9743125,0.3049927227255714,0.9175356618993594
