study_id_clean,study_label,events,n_assessed,observed,observed_low,observed_high,note
TURNER_2019,Turner 2019,21,34,0.6176470588235294,0.45018960177603656,0.7660050262071398,Variable follow-up (range 2 to 44 months); not pooled (A36)
