model,k,or,or_low,or_high,link_mean,link_sd,p_or_gt_1,tau_median,tau_low,tau_high,pooled_control_risk,rr_at_p0,rr_at_p0_low,rr_at_p0_high
rc_exact_binomial_a33_k3,3,2.2711708694088197,0.9903298480900837,5.270334081865455,0.8263390698894437,0.41231659198460185,0.9743125,0.5492855000000001,0.0417714625,1.2605777499999997,0.45864661654135336,1.4347092428487371,0.9947417090439017,1.7813762916079396
