model,k,estimate,ci_low,ci_high,link_mean,link_sd,tau_scale,n_assessed_total,events_total,tau_median,tau_low,tau_high,pi_low,pi_high,mean_setting_estimate,p_below_50
rc_a33_point_primary_hn1,6,0.3179462768322572,0.20620449627226908,0.44915298928866454,-0.7661961983276875,0.28450010811895743,1,1196,389,0.586138,0.299739725,1.2446015,0.09523332582140998,0.6771025330779286,0.3342693900579636,0.9908125
rc_a33_point_prior_hn05,6,0.31556726730590035,0.22398830507416578,0.4323377438886032,-0.7702771997915625,0.24057766044428724,0.5,1196,389,0.515923,0.278450925,0.9663860000000001,0.11843814390590823,0.6222178589635581,0.3297884217479186,0.99675
rc_a33_point_prior_hn2,6,0.31838796010960646,0.20657368470678572,0.47320789296026544,-0.7533780042314719,0.31715971515448166,2,1196,389,0.6234815,0.31299295,1.499470749999999,0.08049182292635025,0.7132971819533971,0.3387235001902484,0.9848125
rc_a33_point_duration_sens_hn1,7,0.3234686691676361,0.22829701729812005,0.4454790914727857,-0.735042790805375,0.2520734901385099,1,1242,406,0.5406315,0.28552595,1.1223537499999998,0.10979324475036488,0.6550408156127141,0.33803480458503593,0.9923125
rc_a33_period_hn1,8,0.38493546512168525,0.24161548143206588,0.5636147504978027,-0.4628291850506062,0.3487158172483252,1,1542,450,0.900725,0.539443225,1.60418625,0.07450876690016693,0.8369859061351311,0.40555767824076705,0.9125625
rc_a33_point_excl_weak_hn1,3,0.23153214784753523,0.13327018891231773,0.45517248489922907,-1.155862910252625,0.4097987498057675,1,385,82,0.4996785,0.09000623499999999,1.5999907499999997,0.06141110843976348,0.6643230607932008,0.2609347201504899,0.985625
rc_a33_point_missing_bound_hn1,6,0.24555155883316943,0.15380926415125828,0.3910397446623288,-1.106154359514375,0.3140670906663984,1,2256,389,0.670195,0.370465725,1.3863942499999997,0.06148697094544811,0.652446929638573,0.2741179924068107,0.996875
rc_a33_point_normal_normal_hn1,6,0.3197114883569484,0.2086351632685685,0.45491682442618436,-0.756656776165625,0.2824590676082211,1,1196,389,0.5787405,0.296496325,1.2463894999999996,0.0964267691680596,0.6676351909191894,0.335177999237425,0.9920625
